time,px,py,pz,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,ax,ay,az,mx,my,mz
0.017,0,0,0,0.999998555000348,0.00169999918116572,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.018,0,0,0,0.999998380000437,0.00179999902799903,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.019,0,0,0,0.999998195000543,0.00189999885683235,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.02,0,0,0,0.999998000000667,0.00199999866666568,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.021,0,0,0,0.99999779500081,0.00209999845649903,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.022,0,0,0,0.999997580000976,0.00219999822533239,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.023,0,0,0,0.999997355001166,0.00229999797216576,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.024,0,0,0,0.999997120001382,0.00239999769599916,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.025,0,0,0,0.999996875001628,0.00249999739583258,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.026,0,0,0,0.999996620001904,0.00259999707066603,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.027,0,0,0,0.999996355002214,0.00269999671949951,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.028,0,0,0,0.999996080002561,0.00279999634133302,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.029,0,0,0,0.999995795002947,0.00289999593516656,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.03,0,0,0,0.999995500003375,0.00299999550000015,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.031,0,0,0,0.999995195003848,0.00309999503483378,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.032,0,0,0,0.999994880004369,0.00319999453866746,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.033,0,0,0,0.999994555004941,0.0032999940105012,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.034,0,0,0,0.999994220005568,0.00339999344933499,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.035,0,0,0,0.999993875006253,0.00349999285416885,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.036,0,0,0,0.999993520006998,0.00359999222400279,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.037,0,0,0,0.999993155007809,0.0036999915578368,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.038,0,0,0,0.999992780008688,0.00379999085467089,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.039,0,0,0,0.999992395009639,0.00389999011350508,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.04,0,0,0,0.999992000010667,0.00399998933333937,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.041,0,0,0,0.999991595011774,0.00409998851317376,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.042,0,0,0,0.999991180012965,0.00419998765200826,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.043,0,0,0,0.999990755014245,0.0042999867488429,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.044,0,0,0,0.999990320015617,0.00439998580267766,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.045,0,0,0,0.999989875017086,0.00449998481251256,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.046,0,0,0,0.999989420018656,0.00459998377734762,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.047,0,0,0,0.999988955020332,0.00469998269618284,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.048,0,0,0,0.999988480022118,0.00479998156801823,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.049,0,0,0,0.99998799502402,0.00489998039185381,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.05,0,0,0,0.999987500026042,0.00499997916668958,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.051,0,0,0,0.999986995028188,0.00509997789152556,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.052,0,0,0,0.999986480030465,0.00519997656536177,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.053,0,0,0,0.999985955032877,0.0052999751871982,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.054,0,0,0,0.999985420035429,0.00539997375603489,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.055,0,0,0,0.999984875038128,0.00549997227087184,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.056,0,0,0,0.999984320040977,0.00559997073070906,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.057,0,0,0,0.999983755043983,0.00569996913454658,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.058,0,0,0,0.999983180047152,0.0057999674813844,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.059,0,0,0,0.999982595050489,0.00589996577022256,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.06,0,0,0,0.999982000054,0.00599996400006105,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.061,0,0,0,0.999981395057691,0.0060999621698999,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.062,0,0,0,0.999980780061568,0.00619996027873913,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.063,0,0,0,0.999980155065637,0.00629995832557876,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.064,0,0,0,0.999979520069905,0.00639995630941881,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.065,0,0,0,0.999978875074378,0.00649995422925929,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.066,0,0,0,0.999978220079061,0.00659995208410023,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.067,0,0,0,0.999977555083963,0.00669994987294165,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.068,0,0,0,0.999976880089089,0.00679994759478357,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.069,0,0,0,0.999976195094446,0.00689994524862602,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.07,0,0,0,0.999975500100042,0.00699994283346901,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.071,0,0,0,0.999974795105882,0.00709994034831258,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.072,0,0,0,0.999974080111974,0.00719993779215674,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.073,0,0,0,0.999973355118326,0.00729993516400152,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.074,0,0,0,0.999972620124944,0.00739993246284695,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.075,0,0,0,0.999971875131836,0.00749992968769306,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.076,0,0,0,0.999971120139009,0.00759992683753988,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.077,0,0,0,0.999970355146471,0.00769992391138742,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.078,0,0,0,0.999969580154229,0.00779992090823572,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.079,0,0,0,0.999968795162292,0.00789991782708482,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.08,0,0,0,0.999968000170666,0.00799991466693473,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.081,0,0,0,0.999967195179361,0.0080999114267855,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.082,0,0,0,0.999966380188384,0.00819990810563716,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.083,0,0,0,0.999965555197743,0.00829990470248973,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.084,0,0,0,0.999964720207446,0.00839990121634326,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.085,0,0,0,0.999963875217502,0.00849989764619777,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.086,0,0,0,0.999963020227919,0.00859989399105331,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.087,0,0,0,0.999962155238707,0.00869989024990991,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.088,0,0,0,0.999961280249873,0.00879988642176761,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.089,0,0,0,0.999960395261425,0.00889988250562644,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
0.09,0,0,0,0.999959500273374,0.00899987850048645,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
