time,px,py,pz,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,ax,ay,az,mx,my,mz
9.248,0,0,0,0.601994304497459,0.798500380308376,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.249,0,0,0,0.60191445144959,0.798560575746223,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.25,0,0,0,0.601834592382576,0.798620763198465,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.251,0,0,0,0.601754727297216,0.798680942664499,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.252,0,0,0,0.601674856194309,0.798741114143724,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.253,0,0,0,0.601594979074654,0.798801277635537,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.254,0,0,0,0.601515095939049,0.798861433139338,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.255,0,0,0,0.601435206788293,0.798921580654524,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.256,0,0,0,0.601355311623184,0.798981720180495,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.257,0,0,0,0.601275410444523,0.799041851716648,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.258,0,0,0,0.601195503253107,0.799101975262383,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.259,0,0,0,0.601115590049737,0.799162090817099,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.26,0,0,0,0.60103567083521,0.799222198380193,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.261,0,0,0,0.600955745610327,0.799282297951065,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.262,0,0,0,0.600875814375887,0.799342389529115,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.263,0,0,0,0.600795877132688,0.79940247311374,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.264,0,0,0,0.600715933881531,0.799462548704341,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.265,0,0,0,0.600635984623214,0.799522616300316,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.266,0,0,0,0.600556029358537,0.799582675901065,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.267,0,0,0,0.6004760680883,0.799642727505988,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.268,0,0,0,0.600396100813303,0.799702771114483,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.269,0,0,0,0.600316127534344,0.79976280672595,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.27,0,0,0,0.600236148252224,0.799822834339789,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.271,0,0,0,0.600156162967743,0.7998828539554,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.272,0,0,0,0.6000761716817,0.799942865572183,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.273,0,0,0,0.599996174394895,0.800002869189537,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.274,0,0,0,0.599916171108129,0.800062864806862,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.275,0,0,0,0.5998361618222,0.800122852423558,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.276,0,0,0,0.599756146537911,0.800182832039026,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.277,0,0,0,0.59967612525606,0.800242803652666,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.278,0,0,0,0.599596097977447,0.800302767263877,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.279,0,0,0,0.599516064702874,0.800362722872061,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.28,0,0,0,0.59943602543314,0.800422670476618,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.281,0,0,0,0.599355980169045,0.800482610076948,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.282,0,0,0,0.599275928911391,0.800542541672452,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.283,0,0,0,0.599195871660978,0.80060246526253,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.284,0,0,0,0.599115808418605,0.800662380846584,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.285,0,0,0,0.599035739185075,0.800722288424014,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.286,0,0,0,0.598955663961188,0.800782187994222,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.287,0,0,0,0.598875582747743,0.800842079556607,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.288,0,0,0,0.598795495545543,0.800901963110571,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.289,0,0,0,0.598715402355388,0.800961838655516,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.29,0,0,0,0.598635303178079,0.801021706190843,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.291,0,0,0,0.598555198014417,0.801081565715952,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.292,0,0,0,0.598475086865203,0.801141417230246,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.293,0,0,0,0.598394969731238,0.801201260733126,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.294,0,0,0,0.598314846613324,0.801261096223993,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.295,0,0,0,0.598234717512261,0.801320923702249,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.296,0,0,0,0.598154582428851,0.801380743167296,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.297,0,0,0,0.598074441363894,0.801440554618536,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.298,0,0,0,0.597994294318194,0.801500358055369,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.299,0,0,0,0.597914141292551,0.8015601534772,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.3,0,0,0,0.597833982287766,0.801619940883428,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.301,0,0,0,0.597753817304641,0.801679720273458,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.302,0,0,0,0.597673646343978,0.80173949164669,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.303,0,0,0,0.597593469406579,0.801799255002527,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.304,0,0,0,0.597513286493245,0.801859010340372,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.305,0,0,0,0.597433097604779,0.801918757659627,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.306,0,0,0,0.597352902741981,0.801978496959694,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.307,0,0,0,0.597272701905654,0.802038228239976,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.308,0,0,0,0.5971924950966,0.802097951499876,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.309,0,0,0,0.597112282315622,0.802157666738796,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.31,0,0,0,0.59703206356352,0.80221737395614,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.311,0,0,0,0.596951838841098,0.80227707315131,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.312,0,0,0,0.596871608149157,0.802336764323709,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.313,0,0,0,0.596791371488501,0.802396447472741,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.314,0,0,0,0.59671112885993,0.802456122597808,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.315,0,0,0,0.596630880264249,0.802515789698313,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.316,0,0,0,0.596550625702258,0.802575448773662,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.317,0,0,0,0.596470365174762,0.802635099823255,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.318,0,0,0,0.596390098682561,0.802694742846498,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.319,0,0,0,0.59630982622646,0.802754377842793,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.32,0,0,0,0.59622954780726,0.802814004811544,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.321,0,0,0,0.596149263425765,0.802873623752155,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.322,0,0,0,0.596068973082778,0.80293323466403,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.323,0,0,0,0.5959886767791,0.802992837546573,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.324,0,0,0,0.595908374515536,0.803052432399188,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.325,0,0,0,0.595828066292888,0.803112019221278,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.326,0,0,0,0.59574775211196,0.803171598012248,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.327,0,0,0,0.595667431973554,0.803231168771501,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.328,0,0,0,0.595587105878473,0.803290731498444,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.329,0,0,0,0.595506773827522,0.803350286192478,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.33,0,0,0,0.595426435821503,0.80340983285301,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.331,0,0,0,0.595346091861219,0.803469371479444,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.332,0,0,0,0.595265741947475,0.803528902071184,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.333,0,0,0,0.595185386081073,0.803588424627635,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.334,0,0,0,0.595105024262817,0.803647939148202,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.335,0,0,0,0.595024656493511,0.803707445632289,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.336,0,0,0,0.594944282773959,0.803766944079302,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.337,0,0,0,0.594863903104963,0.803826434488646,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.338,0,0,0,0.594783517487329,0.803885916859725,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.339,0,0,0,0.594703125921859,0.803945391191945,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.34,0,0,0,0.594622728409359,0.804004857484711,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.341,0,0,0,0.594542324950631,0.804064315737428,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.342,0,0,0,0.594461915546479,0.804123765949503,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.343,0,0,0,0.594381500197709,0.804183208120339,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.344,0,0,0,0.594301078905123,0.804242642249344,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.345,0,0,0,0.594220651669527,0.804302068335922,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.346,0,0,0,0.594140218491724,0.80436148637948,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.347,0,0,0,0.594059779372519,0.804420896379422,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.348,0,0,0,0.593979334312717,0.804480298335156,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.349,0,0,0,0.593898883313121,0.804539692246087,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.35,0,0,0,0.593818426374536,0.804599078111621,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.351,0,0,0,0.593737963497767,0.804658455931164,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.352,0,0,0,0.593657494683618,0.804717825704122,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.353,0,0,0,0.593577019932894,0.804777187429903,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.354,0,0,0,0.5934965392464,0.804836541107911,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.355,0,0,0,0.593416052624941,0.804895886737554,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.356,0,0,0,0.593335560069321,0.804955224318238,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.357,0,0,0,0.593255061580346,0.80501455384937,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.358,0,0,0,0.59317455715882,0.805073875330356,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.359,0,0,0,0.593094046805548,0.805133188760604,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.36,0,0,0,0.593013530521336,0.80519249413952,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.361,0,0,0,0.592933008306989,0.80525179146651,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.362,0,0,0,0.592852480163311,0.805311080740983,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.363,0,0,0,0.592771946091109,0.805370361962345,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.364,0,0,0,0.592691406091187,0.805429635130004,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.365,0,0,0,0.592610860164352,0.805488900243366,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.366,0,0,0,0.592530308311407,0.805548157301839,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.367,0,0,0,0.59244975053316,0.805607406304831,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.368,0,0,0,0.592369186830415,0.805666647251748,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.369,0,0,0,0.592288617203978,0.805725880141999,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.37,0,0,0,0.592208041654655,0.805785104974992,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.371,0,0,0,0.592127460183252,0.805844321750133,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.372,0,0,0,0.592046872790574,0.805903530466831,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.373,0,0,0,0.591966279477427,0.805962731124493,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.374,0,0,0,0.591885680244618,0.806021923722529,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.375,0,0,0,0.591805075092952,0.806081108260345,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.376,0,0,0,0.591724464023234,0.80614028473735,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.377,0,0,0,0.591643847036273,0.806199453152952,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.378,0,0,0,0.591563224132873,0.80625861350656,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.379,0,0,0,0.59148259531384,0.806317765797582,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.38,0,0,0,0.591401960579982,0.806376910025426,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.381,0,0,0,0.591321319932104,0.8064360461895,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.382,0,0,0,0.591240673371013,0.806495174289215,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.383,0,0,0,0.591160020897515,0.806554294323977,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.384,0,0,0,0.591079362512417,0.806613406293197,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.385,0,0,0,0.590998698216526,0.806672510196283,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.386,0,0,0,0.590918028010647,0.806731606032643,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.387,0,0,0,0.590837351895588,0.806790693801688,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.388,0,0,0,0.590756669872156,0.806849773502826,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.389,0,0,0,0.590675981941157,0.806908845135465,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.39,0,0,0,0.590595288103398,0.806967908699017,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.391,0,0,0,0.590514588359686,0.807026964192889,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.392,0,0,0,0.590433882710828,0.807086011616492,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.393,0,0,0,0.590353171157632,0.807145050969234,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.394,0,0,0,0.590272453700904,0.807204082250526,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.395,0,0,0,0.590191730341451,0.807263105459778,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.396,0,0,0,0.590111001080081,0.807322120596398,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.397,0,0,0,0.590030265917601,0.807381127659797,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.398,0,0,0,0.589949524854818,0.807440126649385,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.399,0,0,0,0.58986877789254,0.807499117564571,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.4,0,0,0,0.589788025031574,0.807558100404767,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.401,0,0,0,0.589707266272728,0.807617075169381,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.402,0,0,0,0.58962650161681,0.807676041857825,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.403,0,0,0,0.589545731064626,0.807735000469508,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.404,0,0,0,0.589464954616985,0.807793951003841,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.405,0,0,0,0.589384172274695,0.807852893460235,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.406,0,0,0,0.589303384038563,0.807911827838099,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.407,0,0,0,0.589222589909397,0.807970754136846,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.408,0,0,0,0.589141789888005,0.808029672355885,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.409,0,0,0,0.589060983975195,0.808088582494627,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.41,0,0,0,0.588980172171775,0.808147484552484,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.411,0,0,0,0.588899354478554,0.808206378528865,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.412,0,0,0,0.588818530896339,0.808265264423183,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.413,0,0,0,0.588737701425939,0.808324142234848,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.414,0,0,0,0.588656866068162,0.808383011963271,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.415,0,0,0,0.588576024823816,0.808441873607865,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.416,0,0,0,0.58849517769371,0.80850072716804,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.417,0,0,0,0.588414324678652,0.808559572643208,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.418,0,0,0,0.588333465779451,0.808618410032779,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.419,0,0,0,0.588252600996915,0.808677239336167,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.42,0,0,0,0.588171730331853,0.808736060552783,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.421,0,0,0,0.588090853785074,0.808794873682037,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.422,0,0,0,0.588009971357386,0.808853678723343,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.423,0,0,0,0.587929083049599,0.808912475676113,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.424,0,0,0,0.587848188862521,0.808971264539757,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.425,0,0,0,0.587767288796961,0.809030045313689,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.426,0,0,0,0.587686382853728,0.809088817997321,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.427,0,0,0,0.587605471033631,0.809147582590064,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.428,0,0,0,0.58752455333748,0.809206339091332,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.429,0,0,0,0.587443629766083,0.809265087500536,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.43,0,0,0,0.58736270032025,0.809323827817089,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.431,0,0,0,0.587281765000789,0.809382560040404,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.432,0,0,0,0.587200823808511,0.809441284169893,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.433,0,0,0,0.587119876744225,0.80950000020497,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.434,0,0,0,0.58703892380874,0.809558708145046,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.435,0,0,0,0.586957965002866,0.809617407989536,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.436,0,0,0,0.586877000327413,0.809676099737851,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.437,0,0,0,0.586796029783189,0.809734783389406,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.438,0,0,0,0.586715053371005,0.809793458943612,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.439,0,0,0,0.58663407109167,0.809852126399884,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.44,0,0,0,0.586553082945995,0.809910785757635,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.441,0,0,0,0.586472088934789,0.809969437016277,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.442,0,0,0,0.586391089058862,0.810028080175226,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.443,0,0,0,0.586310083319024,0.810086715233894,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.444,0,0,0,0.586229071716085,0.810145342191694,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.445,0,0,0,0.586148054250855,0.810203961048041,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.446,0,0,0,0.586067030924145,0.810262571802349,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.447,0,0,0,0.585986001736765,0.810321174454031,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.448,0,0,0,0.585904966689525,0.810379769002501,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.449,0,0,0,0.585823925783235,0.810438355447173,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.45,0,0,0,0.585742879018706,0.810496933787462,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.451,0,0,0,0.585661826396748,0.810555504022782,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.452,0,0,0,0.585580767918171,0.810614066152546,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.453,0,0,0,0.585499703583788,0.81067262017617,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.454,0,0,0,0.585418633394407,0.810731166093068,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.455,0,0,0,0.585337557350839,0.810789703902654,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.456,0,0,0,0.585256475453896,0.810848233604343,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.457,0,0,0,0.585175387704389,0.810906755197549,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.458,0,0,0,0.585094294103127,0.810965268681689,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.459,0,0,0,0.585013194650923,0.811023774056175,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.46,0,0,0,0.584932089348587,0.811082271320424,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.461,0,0,0,0.584850978196929,0.81114076047385,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.462,0,0,0,0.584769861196762,0.811199241515868,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.463,0,0,0,0.584688738348897,0.811257714445894,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.464,0,0,0,0.584607609654144,0.811316179263343,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.465,0,0,0,0.584526475113315,0.81137463596763,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.466,0,0,0,0.584445334727221,0.81143308455817,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.467,0,0,0,0.584364188496673,0.81149152503438,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
9.468,0,0,0,0.584283036422484,0.811549957395675,-0,-0,0,0,0,0.2,0,0,0,0,0,0,0,0
